id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-4021,nsmc-sampled,부족한점이 있었지만 선남선녀를 볼 수 있어 좋았던 영화같네요,성장해가는 모습을 볼 수 있어서 좋았다,0.6,0.0
boostcamp-sts-v1-train-4022,nsmc-sampled,와 지금 다시보니 이게 무슨 영화지?,아 지금 이거 봤는데 이거 무슨영화인지,3.8,1.0
boostcamp-sts-v1-train-4023,nsmc-sampled,영화 나름대로 괜찮습니다..,이 영화 너무 좋습니다..,2.4,0.0
boostcamp-sts-v1-train-4024,slack-sampled,요렇게 수작업 줄여주는게 기술의 힘?,요롷게 요롷게 작게 잎이 나는!,0.0,0.0
boostcamp-sts-v1-train-4025,nsmc-sampled,치매에 대한 악연한 두려움과 편견이 사라지는 순간을 경험했습니다.,존재의 부정에 대한 두려움,0.8,0.0
boostcamp-sts-v1-train-4026,nsmc-rtt,순수했던 한 청년이 돈의 힘과 대한민국의 굴절된 현대사에 의해 철저히 파괴되가는 과정을 지켜보는게 너무 힘들다...,순진한 청년이 돈의 힘과 한국의 굴절된 근대사에 의해 철저히 파괴되는 과정을 지켜보는 것은 참으로 힘든 일이다...,4.2,1.0
boostcamp-sts-v1-train-4027,slack-sampled,다음 기회를 노려보겠습니다ㅎㅎ,혹시가시게 되면 부탁을 드려보오겠습니다.,0.0,0.0
boostcamp-sts-v1-train-4028,petition-sampled,화물차 기사님들좀 살려주세요ㅠㅠ,택시도 버스나 화물차같이 속도제어 해주세요,0.0,0.0
boostcamp-sts-v1-train-4029,petition-sampled,기초연금을 개혁하라!,문재인 대통령은 잘못 설계된 기초연금을 개혁하세요!,2.6,1.0
boostcamp-sts-v1-train-4030,slack-sampled,이번에 함께할 수는 없지만 본인이 채용 과정에서 겪었던 경험들을 공유해주셔서 큰 도움이 되었어요.,연구개발쪽 이야기를 들을 수 있어 제가 익히고 고객과 소통하는데 큰 도움이 되리라 생각 합니다.,0.4,0.0
boostcamp-sts-v1-train-4031,slack-sampled,신과함께의 등장인물들도 오랜만에 만나서 반가웠어요.,화상미팅으로만 뵙던분들 직접 뵈어 반가웠습니다.,1.2,0.0
boostcamp-sts-v1-train-4032,nsmc-sampled,출연진중에 좋아하는 배우도 있는데 실망이다,감독으로써도 배우로써도 최고.,0.2,0.0
boostcamp-sts-v1-train-4033,nsmc-sampled,도모토쯔요시 의외의 연기실력.........!,링 시리즈의 결정판...,0.0,0.0
boostcamp-sts-v1-train-4034,petition-sampled,태어나 처음으로 청원을 남깁니다.,해외 인턴쉽에 관하여 청원을 남깁니다.,0.4,0.0
boostcamp-sts-v1-train-4035,petition-sampled,KBS 방송국을 고발합니다!,JTBC의 종편 퇴출을 청원합니다,0.0,0.0
boostcamp-sts-v1-train-4036,slack-rtt,번창하라 우리 회사위동아리..ㅋㅋ,우리 회사 동아리 흥해라..,3.2,1.0
boostcamp-sts-v1-train-4037,nsmc-rtt,처음부터 끝까지 리얼리티하다긴장감을 놓을 수 없었다,처음부터 끝까지 사실적입니다. 긴장을 놓을 수가 없었다.,4.2,1.0
boostcamp-sts-v1-train-4038,petition-sampled,크림하우스 리콜 조치,크림하우스 리콜 및 환불,2.8,1.0
boostcamp-sts-v1-train-4039,petition-sampled,오케이저축은행광고에 대한의견,불법축사 양성화 방안에 대한 제안,0.0,0.0
boostcamp-sts-v1-train-4040,slack-rtt,홍콩 맛집 탐방 함께 하시죠 ㅎ,홍콩 맛집을 함께 알아볼까요?,2.6,1.0
boostcamp-sts-v1-train-4041,petition-sampled,여성부 폐지제발부탁드립니다,청소년보호법 폐지부탁드립니다,0.6,0.0
boostcamp-sts-v1-train-4042,petition-sampled,평등교육실시해주세요,국민투표제를실시해주세요!!,0.2,0.0
boostcamp-sts-v1-train-4043,slack-sampled,각자가 무엇을 하고 있고 고민이 있는지 대화를 나눠 보았습니다.,서로 연구하고 있는 분야와 각자의 미국생활에 대한 다양한 이야기를 나눴네요!!,1.8,0.0
boostcamp-sts-v1-train-4044,slack-rtt,환영합니다~!! 엄청난 취미 부자시군요…!,환영합니다~!! 당신은 부유 한 취미 ... !,3.0,1.0
boostcamp-sts-v1-train-4045,petition-sampled,가상화폐 폐쇄 반대,가상화폐거래소 폐쇄반대,3.8,1.0
boostcamp-sts-v1-train-4046,petition-sampled,청원 제목이 필요합니까,청원 자체에 대한 청원,1.2,0.0
boostcamp-sts-v1-train-4047,petition-sampled,아이스 하키 단일 반대,아이스하키 단일팀반대합니다,4.0,1.0
boostcamp-sts-v1-train-4048,nsmc-sampled,재미있었다.....,재미없어.......,0.8,0.0
boostcamp-sts-v1-train-4049,slack-rtt,저는 이진아님 곡 중에 '여기저기 시끄럽게'를 자주 들었는데,이진아의 노래 중 'Noisy Here and Here'를 자주 들었다.,3.8,1.0
boostcamp-sts-v1-train-4050,petition-sampled,이규리 교수 가짜뉴스 생산 및 재배포 및 불법선거운동 처벌좀,"유튜브 등 동영상 사이트 기반 가짜뉴스 제작,유포자에 대한 처벌 강화 청원합니다.",1.0,0.0
boostcamp-sts-v1-train-4051,nsmc-rtt,이발소에서 개웃기네 '드루와' '니가 드루와'.,당신은 이발사의 '드류'와 '너는 드류'를 비웃고 있다.,0.4,0.0
boostcamp-sts-v1-train-4052,nsmc-rtt,"예전에 광동 헛갯잎차 tv cf때도 아예 떡을 버스 좌석에 놓고 광고를 찍더니, 좀이 아니라 많이 많이 영화 제목도 맘에 들지 않는군요.",예전에 광동 햇개잎차 티비 CF 때 버스 좌석에 떡을 올려놓고 광고를 찍었는데 영화 제목이 별로 마음에 안 들어요.,3.8,1.0
boostcamp-sts-v1-train-4053,slack-sampled,남편 분과는 우연히 언젠가는 인연에 따라서... ㅋㅋㅋ!,우연인지 운명인지...ㅋㅋ,0.6,0.0
boostcamp-sts-v1-train-4054,slack-sampled,졸업 축하 드립니다~!!,오우~ 생일 축하 드립니다~~!,1.8,0.0
boostcamp-sts-v1-train-4055,petition-sampled,청와대는 고등학교들의 야간자율학습하지 않게 해주세요.,공중파 방송에서의 팩트체크가 되지 않은 방송이 나가지 않게 해주세요.,0.0,0.0
boostcamp-sts-v1-train-4056,nsmc-rtt,천하무적 람보의 매력이 흠씬 풍긴다.,람보의 무적의 매력이 물씬 풍긴다.,4.2,1.0
boostcamp-sts-v1-train-4057,petition-sampled,작가는 가난을 먹고 살지 않습니다.,개고기는 개인의 취향일 뿐이지 불법은 아닙니다.,0.0,0.0
boostcamp-sts-v1-train-4058,slack-sampled,저도 조심하겠습니다.,저도 참여하겠습니다!,0.4,0.0
boostcamp-sts-v1-train-4059,nsmc-sampled,가 빨리 개봉하길..,후속작품도 얼른 개봉하길!,2.6,1.0
boostcamp-sts-v1-train-4060,petition-sampled,러시아 월드컵 보이콧을 고려해 주십시오,러시아월드컵 방송아예 중계금지 시켜주세요,2.2,0.0
boostcamp-sts-v1-train-4061,petition-sampled,크림하우스 조사해 주세요,크림하우스매트 조사해주세요,4.0,1.0
boostcamp-sts-v1-train-4062,nsmc-sampled,낮은점수를준분들이해안가네요...,평점 낮은 이유좀요....,2.8,1.0
boostcamp-sts-v1-train-4063,nsmc-sampled,카메론디아즈 나오길래 보긴했는데 오랜만에 본 잼는영화,지금봐도 웃기다는건 엄청난 영화라는 증거게다가 카메론디아즈 왤케이쁨?? ㅜㅜ,1.6,0.0
boostcamp-sts-v1-train-4064,nsmc-sampled,당시에 극장에서 안본게 다행이다.,내가 이 영화를 극장에서 안 본게 정말 다행이다.,3.6,1.0
boostcamp-sts-v1-train-4065,nsmc-sampled,ㅉㅉ볼줄모르면 다들 조용히하샘ㅋㅋ,다들연기도 잘하시고ㅋ,0.2,0.0
boostcamp-sts-v1-train-4066,slack-rtt,요즘 새가수 노래들 다 너무 좋습니다!,요즘 신곡들 다 너무 좋다!,3.4,1.0
boostcamp-sts-v1-train-4067,petition-sampled,문재인 대통령의 현충일 추념사,알맹이 없는 문재인대통령의 광복절경축사,0.6,0.0
boostcamp-sts-v1-train-4068,slack-sampled,오우~ 깜짝 놀랬네요;;,오우 감사합니다!!,0.2,0.0
boostcamp-sts-v1-train-4069,petition-sampled,개성공단 재가동요청!,원전 재가동 동의합니다.,0.4,0.0
boostcamp-sts-v1-train-4070,petition-sampled,한 중학생의 7시간,한부모의날 5월 10일,0.0,0.0
boostcamp-sts-v1-train-4071,nsmc-sampled,너무 지루하게 연출했음.,마지막분장면을위해 분을 너무 지루하게 봤다...,2.4,0.0
boostcamp-sts-v1-train-4072,petition-sampled,[디지털성범죄피해자모임] 일간베스트 사이트를 폐쇄해주세요,"워마드,일간베스트등 성별 혐오로 도배 되어있는 사이트에 대해 처벌을 부탁드립니다.",2.2,0.0
boostcamp-sts-v1-train-4073,slack-rtt,입사하고 bx팀과 미팅이 많았는데 실제로 만나니 내적 친밀감이 이루 말 할 수 없을 정도로 가까웠습니다 :),입사하고 나서 bx팀과 미팅을 많이 했었는데 실제로 만나보니 내적인 친밀감은 이루 말할 수 없을 정도로 가까웠어요 :),4.0,1.0
boostcamp-sts-v1-train-4074,petition-sampled,제헌절 공휴일 재지정 부탁드립니다,개천절 (7/17) 공휴일 재지정 당장 실시하라,2.4,0.0
boostcamp-sts-v1-train-4075,petition-sampled,미용업계에 현실에 대해서 말씀드립니다.,장애인 카드에 대해서 할말이 있습니다.,0.0,0.0
boostcamp-sts-v1-train-4076,nsmc-sampled,아 망했어요....,아.............. 내 돈............................ ㅠㅠㅠ,0.4,0.0
boostcamp-sts-v1-train-4077,nsmc-sampled,너무 어거지 설정과 매끄럽지 못한 연출,지극히 폴란스키 스러운 매혹적인 작품,0.0,0.0
boostcamp-sts-v1-train-4078,nsmc-rtt,이거 시즌 제작 가능성있다며?,이번 시즌 제작 가능성은?,3.6,1.0
boostcamp-sts-v1-train-4079,nsmc-sampled,초반은 재미없고 뒤로 갈수록 감동.,처음은 재미있다가.. 볼수록 식상 후회되는 영화,0.2,0.0
boostcamp-sts-v1-train-4080,nsmc-sampled,만화책이 더 잼있는건 사실이지만~~,원작 드라마가 더 재밌었다 -_-,0.2,0.0
boostcamp-sts-v1-train-4081,nsmc-sampled,중간중간 쬐끔 웃기고 택시는 거의 안나오고.. 절라 잼없었다..,처음 시작한 판은 의외로 괸찮은데.. 중간부터는 별로 제미 없습니다.,1.2,0.0
boostcamp-sts-v1-train-4082,petition-sampled,공기업 비정규직 정규직 전환,공공기관 비정규직 정규직화 및 처우개선,2.6,1.0
boostcamp-sts-v1-train-4083,slack-rtt,다음 번에 여기 같이 가요~!!,다음엔 여기 같이 가자~!!,4.0,1.0
boostcamp-sts-v1-train-4084,nsmc-sampled,휴ㅠㅠ.. 잘봤습니다ㅠㅠ..,개.노.잼ㅡㅡ....,0.2,0.0
boostcamp-sts-v1-train-4085,slack-rtt,일본 개발자 책인데 이북으로 읽어서 간략하게 공유드립니다 인상적이었던건 줄 그었는데 그냥 시간나실 때 보셔요 (다 읽으실 필요는 없을 것 같네요 ㅎㅎ),일본 개발자 책인데 전자책으로 읽어서 간단히 공유합니다. 인상 깊었던 선을 그렸는데 시간나실때 한번 읽어보세요(다 읽을 필요는 없을것 같아요 ㅎㅎ),4.0,1.0
boostcamp-sts-v1-train-4086,slack-rtt,오가는 시간이 소요되지만 ‘집’이라는 공간보다 업무 퍼포먼스는 확실히 좋은 것 같아요.,왔다 갔다 하는 데 시간이 걸리긴 하지만 '집'이라는 공간보다는 확실히 업무 성과가 좋은 것 같아요.,4.2,1.0
boostcamp-sts-v1-train-4087,petition-rtt,이명박 출국금지해주세요,이명박 출국금지 해주세요,5.0,1.0
boostcamp-sts-v1-train-4088,slack-sampled,운동은 주 2~3회 정도 헬스를 하신다고 합니다 ㅎㅎ,현재도 공유 오피스 주2-3회 출근하고 있습니다.,0.2,0.0
boostcamp-sts-v1-train-4089,nsmc-sampled,"감독의 의도는 대충 알겠는데..지루하고,흥미없고,재미 없다.","범인의 정체를 너무 빨리 말해주지만, 진행은 느리고 쓸데없는 내용이 많아서 지루하게 느껴진다.",1.2,0.0
boostcamp-sts-v1-train-4090,petition-sampled,문대통령 지지율 40%대로추락,대통령 지지율 다시 50%대..'경제 불안' 영향,1.0,0.0
boostcamp-sts-v1-train-4091,slack-rtt,데이터를 만다! ㅋㅋ,데이터를 가져옵니다! ㅋ,1.2,0.0
boostcamp-sts-v1-train-4092,slack-sampled,멋진 팀원들과 추천팩을 만들어 갈 예정입니다!,멋진 여정에 멋진 우리 회사 팀원분들과 함께할 수 있어서 영광입니다.,0.4,0.0
boostcamp-sts-v1-train-4093,petition-sampled,강제 개종목사 처벌법,강제개종목사 처벌 및 강제개종 처벌법 제정,2.8,1.0
boostcamp-sts-v1-train-4094,slack-sampled,처음부터 이름과는 반대로 달달한 ph-1~~,12번째~~ 이번주는 <PERSON> 님과 함께 했습니다~~,0.0,0.0
boostcamp-sts-v1-train-4095,petition-rtt,작금의 부동산 정책에 따른 실거주자 피해 우려,현 부동산 정책으로 인한 실거주자 피해 우려,4.0,1.0
boostcamp-sts-v1-train-4096,nsmc-sampled,미래와 김신이랑 될것같아ㅠㅠ,친구같은 선생님과 홍삼캔디ㅜ,0.0,0.0
boostcamp-sts-v1-train-4097,petition-sampled,근로시간단축 허당..,근로시간단축으로 임금삭감,1.0,0.0
boostcamp-sts-v1-train-4098,petition-sampled,타투이스트들의 합법화,타투이스트의 불법 의료행위 및 탈세 행위를 중단시켜주세요.,1.2,0.0
boostcamp-sts-v1-train-4099,slack-sampled,jabra가 꽤 깔끔하네요.,Ai가 발표도 도와주네요.,0.0,0.0
boostcamp-sts-v1-train-4100,slack-sampled,같이 기획해보아요! : ),안방에서 같이 자는 둘째입니다 :),0.0,0.0
boostcamp-sts-v1-train-4101,nsmc-sampled,박 일 보다 낫네요.,박하진이 저때는 저렇게 어렸군.,0.0,0.0
boostcamp-sts-v1-train-4102,petition-sampled,3.3% 프리랜서 학원종사자 종소세 및 실업급여 관련,건설업 등 3D업종 근로환경 개선 및 주5일제 미시행사업장 처벌 강화,0.0,0.0
boostcamp-sts-v1-train-4103,nsmc-sampled,투모로우 후속작인줄 알고봤드만... 전혀 딴판이네,이거 후속작 기다린사람들 많을듯..,0.6,0.0
boostcamp-sts-v1-train-4104,petition-sampled,보이스 피싱 근절 부탁드립니다,보이스피싱 범죄를 근절바랍니다,4.2,1.0
boostcamp-sts-v1-train-4105,nsmc-sampled,진짜 내가 이종현이랑 강민혁볼라고사서봤긴봤는데 이건좀 아니다.,내가 이걸 진짜 봤어.,0.0,0.0
boostcamp-sts-v1-train-4106,slack-sampled,ㅋㅋ다같이 눈물 한바가지!!!,ㅋㅋ 진짜 뮤츄얼을 세명이나!!!,0.0,0.0
boostcamp-sts-v1-train-4107,petition-sampled,주취 범제 가중처벌,주취감형을 없애주세요!,1.8,0.0
boostcamp-sts-v1-train-4108,nsmc-sampled,진짜 죽기전에 봐야할 걸작선~!,죽기 전에 꼭 봐야할 영화 선,3.8,1.0
boostcamp-sts-v1-train-4109,petition-rtt,모든 신문 방송기사 문재인 대통령 모자이크 처리 바랍니다,모든 신문과 방송 기사가 문재인 대통령에 의해 모자이크 처리되기를 바랍니다.,1.8,0.0
boostcamp-sts-v1-train-4110,slack-sampled,저기 용호낙지 맛있어요,소금구이 맛있어요 ㅎㅎ,1.2,0.0
boostcamp-sts-v1-train-4111,slack-sampled,두 분도 링크드인 계정 알려주시면 관리자 권한 드릴게요!,링크드인은 피플팀에서 계정 관리하고 있습니다! ㅠㅠ ㅎㅎ,0.8,0.0
boostcamp-sts-v1-train-4112,slack-rtt,ㅋㅋㅋ 그러게요 뭔가 곰팡이 먹은거였을까요,하하 버섯을 먹었나보다.,0.4,0.0
boostcamp-sts-v1-train-4113,slack-rtt,해피해피한 연휴 보내세요~,행복하고 행복한 휴일 보내세요!,3.0,1.0
boostcamp-sts-v1-train-4114,slack-sampled,나중에 기회가 되면 서핑 입문과정 꼭 한번 배워보고 싶습니다.,서핑의 매력을 알려드리고 싶습니다ㅎㅎㅎ,1.2,0.0
boostcamp-sts-v1-train-4115,petition-sampled,아이스하키 선수들에게 사과하세요,여자아이스하키선수들에게 욕하지맙시다.,1.0,0.0
boostcamp-sts-v1-train-4116,slack-sampled,다음에 또 이야기 나눠요~~~,다음에 또 이야기 나눠요~!,5.0,1.0
boostcamp-sts-v1-train-4117,petition-rtt,삭제조치하지 말것을 요구합니다.,삭제하지 말아달라고.,3.8,1.0
boostcamp-sts-v1-train-4118,petition-sampled,게임 확률 데이터 공개,스마트폰 기기값 통신요금 하락,0.0,0.0
boostcamp-sts-v1-train-4119,nsmc-sampled,지루하기만 했던시간..,얼릉 끝나고 재미있는 연속극이 했으면 ㅠㅠ 제발 황금같은시간 지루하게 보내지 않게...,0.8,0.0
boostcamp-sts-v1-train-4120,petition-sampled,소방안전대책에관하여,배달업종안전에관하여,0.2,0.0
boostcamp-sts-v1-train-4121,slack-sampled,참고로 회사에서 차로 10분거리입니다 ㅋ,저희 집에서 220m 거리입니다!,0.8,0.0
boostcamp-sts-v1-train-4122,slack-sampled,좋은 글 모음 감사해요,좋은 글 공유 감사.,3.2,1.0
boostcamp-sts-v1-train-4123,slack-sampled,저 진짜 셔츠 구매하고 싶어요..!,저 노래에 저 어꺠춤을 추며 노는 상상했습니다..!,0.0,0.0
boostcamp-sts-v1-train-4124,slack-rtt,1/27(수) 오전 청계산행 혹시 참석하고 싶은 분들은 알려주세요,1/27(수) 오전 청계산행 참석을 원하시면 말씀해주세요.,4.0,1.0
boostcamp-sts-v1-train-4125,petition-rtt,청와대 업무추진비 사용 개선 및 이낙연 국무총리 발언에 대해 대해 대국민 사과!,청와대 사업추진비 사용 개선과 이낙연 국무총리 발언에 대해 대국민 사과!,4.2,1.0
boostcamp-sts-v1-train-4126,nsmc-sampled,여러 패러디 쇼트까지 골 때린다,스크림 패러디 웃김요 ㅋ,1.0,0.0
boostcamp-sts-v1-train-4127,petition-sampled,아시안게임 야구 선수들 군면제 혜택 부여 취소요청,아시안게임 야구 대표팀 금메달 획득 시 군 면제 철회,2.8,1.0
boostcamp-sts-v1-train-4128,petition-sampled,4조원대 도박사이트 한국총책임자 제보,1950년대 호주기자의 한국유권자에 조언,0.0,0.0
boostcamp-sts-v1-train-4129,slack-rtt,꺄아 테니스 조아요-,"안녕하세요, 저는 테니스 선수입니다-",1.0,0.0
boostcamp-sts-v1-train-4130,slack-sampled,전문연 의견 청취 중!!,이 기세로 전문연도 입니당!!!,0.4,0.0
boostcamp-sts-v1-train-4131,petition-sampled,경범죄 처벌을 집행해주십시오.,범죄에 대한 처벌을 강화해주세요.,2.0,0.0
boostcamp-sts-v1-train-4132,slack-sampled,사진으로 확인할 수 없지만 잭슨피자였습니다..,유머라고 하기에는 취향을 탈 수 있지만...,0.0,0.0
boostcamp-sts-v1-train-4133,nsmc-sampled,열라 지루한게 별 재미도없구만...,왜이리지루하고 재미없엇지....,3.6,1.0
boostcamp-sts-v1-train-4134,petition-sampled,이명박 출국 금지 바랍니다,이명박 출국 금지 해 주세요,4.5,1.0
boostcamp-sts-v1-train-4135,nsmc-sampled,사이먼 정말 대단했어요,기대 안하고 봤는데 정말 재밌었어요!,0.0,0.0
boostcamp-sts-v1-train-4136,nsmc-rtt,"그보다는 현대사의 단편과 함께 애잔한 노인의 인생을 조망하며, 감동을 느끼고 세대를 관통하는 메시지를 얻었음에 만점을 주게 했지만요.","오히려 한 노인의 삶을 바라보는 근현대사의 단편에 감동을 받았고, 세대를 관통하는 메시지를 받았기 때문에 만점을 주었다.",3.6,1.0
boostcamp-sts-v1-train-4137,slack-rtt,인상 안 쓴 모습이라기엔 여전히 시크하긴 한데... 수리 이렇게 보니까 진짜 잘생겼네요!!,아직까지 인상이 없다는게 시크한데..수리는 진짜 잘생겼어!!,3.6,1.0
boostcamp-sts-v1-train-4138,petition-sampled,게시물 관리를 요청합니다.,이런 게시판 폐쇄를 청원합니다.,1.8,0.0
boostcamp-sts-v1-train-4139,nsmc-rtt,비싼돈으로 극장서 봤는데 티비에서 똑같은걸 방송하네요,비싼 돈 주고 극장에서 봤는데 같은 내용이 TV에서 방송되고 있다.,3.8,1.0
boostcamp-sts-v1-train-4140,petition-sampled,아산시 4명장애인 구해주세요!!!!,대통령님 청각장애인도 일할수있게 해주세요!!!,0.6,0.0
boostcamp-sts-v1-train-4141,nsmc-sampled,"세기 ""레니 할린, 작품은 ""마인트헌터, 뿐인가!? 연출이 tv판 수준!","최종대사 ""짜이찌엔!"", ""빵!"" 정말 감동이었습니다.",0.0,0.0
boostcamp-sts-v1-train-4142,petition-rtt,30프로도안되는 남녀공학학교,30% 남녀 공학 학교,3.4,1.0
boostcamp-sts-v1-train-4143,petition-sampled,6.25 국가유공자분들의 처우개선부탁합니다,6.25공산군경 국가유공자의 한을 풀어주세요!!!,1.4,0.0
boostcamp-sts-v1-train-4144,nsmc-sampled,이것도 그렇고 주유소 습격사건도 그렇고.......,.......... 이건 영화가 아냐...,0.0,0.0
boostcamp-sts-v1-train-4145,slack-rtt,ㅋㅋ 캡쳐할때 마우스커서 밖으로 빼기..,캡쳐할때 마우스커서 끄세요..,2.2,0.0
boostcamp-sts-v1-train-4146,petition-sampled,아파트 층간흡연으로 고통스럽습니다.,층간흡연과 관련해 엄중히 처벌 / 층간흡연자 담배 구입 제한 청원합니다.,1.6,0.0
boostcamp-sts-v1-train-4147,petition-rtt,양육수당도 어린이집 보육료만큼 올려주세요,어린이집 보육료만큼 보육수당을 올려주세요.,3.2,1.0
boostcamp-sts-v1-train-4148,nsmc-sampled,저렇게 섬세한 연기를,존쿠삭의 섬세한 연기 굿!!,2.6,1.0
boostcamp-sts-v1-train-4149,nsmc-rtt,"메세지를 위해 무참히 희생되는 개연성,도덕성,현실성","메시지를 위해 무자비하게 희생된 확률, 도덕, 현실",3.4,1.0
boostcamp-sts-v1-train-4150,petition-sampled,국회 한전주주 더 이상 못살겠다 국토부 전수조사 해주세요.,"세금으로 더 이상 퍼주기 포퓨리즘 일자리정책 중단해 주세요,",0.0,0.0
boostcamp-sts-v1-train-4151,slack-sampled,막상 관광객들이 가는 카페에 매일 가는 것은 아니다,인스타에 자주 등장하는 카페…!,1.0,0.0
boostcamp-sts-v1-train-4152,slack-sampled,넘 즐거운 시간이었습니다,너무 즐거운 시간이었습니다!,4.4,1.0
boostcamp-sts-v1-train-4153,slack-rtt,2차로는 죠은 추천으로 커피 맛집에 들러 라운지를 빌린 것같은 호화 테이블에 앉아 커피타임을 짧게 가지고 서로 일을 하러 총총..!!,2차에서는 조은의 추천으로 카페에 들러 라운지를 빌린 듯한 고급스러운 테이블에 앉았다.,2.4,0.0
boostcamp-sts-v1-train-4154,nsmc-sampled,지리한 일본 감성 영화들 속에서 오랜만에 살아 있는 청춘 영화를 만났다.,그가 나오는 영화를 보면서 처음으로 영화를 껐다,0.2,0.0
boostcamp-sts-v1-train-4155,petition-sampled,아동수당 모두에게 지급하시오,아동수당은 모두에게 지급되어야 합니다.,4.0,1.0
boostcamp-sts-v1-train-4156,slack-rtt,헉 명동교자… 클래식이죠,야 명동교자...클래식이다,3.2,1.0
boostcamp-sts-v1-train-4157,petition-sampled,이명박출국금지!!!,이명박출국 금지!!! 완전 금지,4.2,1.0
boostcamp-sts-v1-train-4158,petition-rtt,국민연금2060고갈,국민연금 2060년 소진,4.4,1.0
boostcamp-sts-v1-train-4159,nsmc-rtt,액션 영화를 원했나?,액션 영화를 원했습니까?,4.2,1.0
boostcamp-sts-v1-train-4160,slack-sampled,한번 사용해보고 싶은 마음은 듭니다.,최근에 나온 소니 이어폰 한번 써보고 싶네요..!,2.2,0.0
boostcamp-sts-v1-train-4161,nsmc-sampled,중국영화는 마냥 낯설었는데 그저 찬사를 보낼 수밖에 없었음.,"러시아도 낯설고, 코미디도 낯설고",1.0,0.0
boostcamp-sts-v1-train-4162,nsmc-sampled,다들 순간적인재미만느끼려고영화를보나.,영화적재미는 무난.,1.2,0.0
boostcamp-sts-v1-train-4163,slack-rtt,조만간 접선하시죠!!,곧 봐요!!,2.8,1.0
boostcamp-sts-v1-train-4164,slack-sampled,한달만에 가내공장 돌립니다.,저는 1키로만에 낙오되었습니다.,0.0,0.0
boostcamp-sts-v1-train-4165,slack-sampled,기회되면 선유도 나들이 모임까지 한번 진행해 보아요~!,다음에 기회되면 같이 만나요~!,1.6,0.0
boostcamp-sts-v1-train-4166,slack-sampled,<PERSON> 이런 모습입니다.,<PERSON> 이 포스트잇 잔상이 거의 문신 수준이에요!,0.4,0.0
boostcamp-sts-v1-train-4167,nsmc-rtt,제이슨 스타뎀이나 리암니슨이 나와서 처음부터 끝까지 치고받고 부수고 갈기고 이런류 영화 좋아하시는분은 보지말것 을 권해드립니다.,제이슨 스타뎀이나 리암 니슨처럼 처음부터 끝까지 때리고 부수고 갈고 닦는 영화를 좋아한다면 보지 않는 것이 좋습니다.,4.2,1.0
boostcamp-sts-v1-train-4168,petition-sampled,자영업자입니다 도와주세요,답답합니다. 도와주세요.,1.8,0.0
boostcamp-sts-v1-train-4169,nsmc-rtt,지고는 못살아 화이팅!~,지지 않고는 못살아 화이팅!~,3.0,1.0
boostcamp-sts-v1-train-4170,slack-sampled,저도 들어가서 응원하도록 하겠습니다.,넵 저도 다시 생각해보도록 하겠습니다!,0.0,0.0
boostcamp-sts-v1-train-4171,slack-sampled,일 하려고 내보내니 다시 안아달라고 우는...,메시지 안 보고 넘겼었는데...,0.0,0.0
boostcamp-sts-v1-train-4172,petition-sampled,청소년보호법 폐지해주세요!,청소년 보호법 폐지해주세요!,5.0,1.0
boostcamp-sts-v1-train-4173,nsmc-sampled,가장재미없고무가치.,재미없어재미없다고재미없어,2.8,1.0
boostcamp-sts-v1-train-4174,nsmc-rtt,진정 사랑해 본 사람만이 이 영화가 주는 감정과 육체적 사랑으로 인한 메시지를 이해할 것. 그리고 이별 후에도 남는 애틋한 마음도.,"진정으로 사랑해 본 사람만이 이 영화의 감정적, 육체적 메시지를 이해할 것이다. 그리고 이별 후에도 남아있는 애틋한 감정들.",4.2,1.0
boostcamp-sts-v1-train-4175,nsmc-sampled,초딩들한테는 수준 떨어지는 이게 딱이지? ㅉㅉ,"초딩,유아수준 입니다",3.0,1.0
boostcamp-sts-v1-train-4176,petition-sampled,국회의원 피감기관 후원 해외출장,피감기관 후원 해외출장 국회의원 전수조사 & 위법시 법적처리,1.5,0.0
boostcamp-sts-v1-train-4177,slack-sampled,실제로 참가한다고 생각하고 이모지를 마구마구 달아주시면 감사하겠습니다,그럼 해당 메세지에 이모지를 마구마구 눌러주시면 감사하겠습니다!!!,3.0,1.0
boostcamp-sts-v1-train-4178,nsmc-sampled,꼭 보길바랍니다 ~,꼭보시기바랍니다!!,4.4,1.0
boostcamp-sts-v1-train-4179,slack-sampled,그럼 내일 우리팀은 무조건 이기는 겁니다.,영상의 날씨는 무조건 달리고 봅니다.,0.0,0.0
boostcamp-sts-v1-train-4180,slack-rtt,오.. 윙스팬 하시게된다면 말씀해주세요 ㅋㅋ,오.. 윙스팬 하실거면 말씀해주세요.,4.0,1.0
boostcamp-sts-v1-train-4181,slack-sampled,저요!!! 어제부터 보는데 엄청 빠져들고 있어요 ㅋㅋ,오오옷!! 진짜 무리지어서 많이 다니네요!!!ㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-4182,slack-sampled,제주도 한 달 살기에 관심이 있다고 하셔서 꼭 운전연습을 하고 오시라는 팁을 드렸습니다.,좋은 시기에 제주도에 가시는 만큼 일도 일이지만 즐겁게 지내고 오시면 좋겠다는 말씀을 드렸습니다.,0.8,0.0
boostcamp-sts-v1-train-4183,petition-sampled,반려동물 식용금지법,동물학대 동물보호법,0.8,0.0
